Date,Open,High,Low,Close,Adj Close,Volume
2018-01-24,239.039993,240.490005,233.550003,235.800003,233.843262,14499300
2018-01-25,238.000000,239.750000,235.750000,236.350006,234.388672,10247100
2018-01-26,238.119995,243.339996,237.600006,243.330002,241.310776,12908900
2018-01-29,242.740005,248.110001,240.610001,246.850006,244.801559,11377900
2018-01-30,241.110001,246.419998,238.410004,242.720001,240.705811,14270800
2018-01-31,245.770004,249.270004,244.449997,245.800003,243.760269,11964400
2018-02-01,238.520004,246.899994,238.059998,240.500000,238.504257,12980600
2018-02-02,237.000000,237.970001,231.169998,233.520004,231.582169,17961600
2018-02-05,227.000000,233.229996,205.000000,213.699997,211.926636,29130100
2018-02-06,204.399994,225.699997,204.000000,225.580002,223.708069,27870000
2018-02-07,229.580002,234.970001,226.699997,228.800003,226.901321,20073300
2018-02-08,233.880005,235.220001,217.509995,217.520004,215.714920,28600000
2018-02-09,238.250000,238.889999,217.520004,232.080002,230.154083,41865100
2018-02-12,235.360001,235.479996,225.029999,228.029999,226.137741,27329300
2018-02-13,226.559998,234.500000,225.250000,232.630005,230.699554,15638100
2018-02-14,231.000000,242.589996,230.550003,241.419998,239.416626,18624700
2018-02-15,244.789993,248.369995,241.520004,246.500000,244.454483,17472500
2018-02-16,245.399994,250.000000,243.470001,243.839996,241.816528,15941400
2018-02-20,244.750000,251.869995,244.600006,249.080002,247.013062,17156000
2018-02-21,251.690002,251.970001,241.360001,241.509995,239.505875,22307300
2018-02-22,242.729996,245.630005,239.500000,242.149994,240.289780,13359100
2018-02-23,244.570007,245.929993,242.520004,245.929993,244.040756,10382500
2018-02-26,247.800003,247.979996,244.059998,246.580002,244.685776,11732800
2018-02-27,245.500000,248.910004,245.130005,246.059998,244.169769,11385900
2018-02-28,246.500000,248.100006,241.529999,242.000000,240.140945,13077900
2018-03-01,241.910004,244.089996,228.119995,232.210007,230.426163,26003000
2018-03-02,227.860001,236.800003,221.850006,236.539993,234.722870,22835700
2018-03-05,234.509995,237.250000,229.520004,235.649994,233.839752,15519400
2018-03-06,239.100006,242.940002,237.360001,242.160004,240.299713,15920200
2018-03-07,238.000000,243.949997,237.949997,241.839996,239.982178,14530200
2018-03-08,242.949997,242.949997,239.389999,241.179993,239.327240,10297800
2018-03-09,243.100006,245.850006,242.449997,245.330002,243.445358,12638100
2018-03-12,247.000000,253.000000,246.669998,249.759995,247.841309,15126500
